Title,DOI,URL,Description,Published At,Source,Authors,License
Replication Data for: Understanding Journalist Killings,doi:10.7910/DVN/BY4OBR,https://doi.org/10.7910/DVN/BY4OBR,"Why do state authorities murder journalists? We show that the majority of journalists are killed in democracies and present an argument that focuses on institutional differences between democratic states. In democracies, journalists will most likely be targeted by local state authorities that have limited options to generally restrict press freedom. Where local governments are elected, negative reporting could mean that local politicians lose power and influence, especially if they are involved in corrupt practices. Analyzing new global data on journalist killings that identify the perpetrator and visibility of the journalist, we show that local-level elections carry an inherent risk, particularly for less visible journalists. Killings perpetrated by criminal groups follow a similar pattern to those by state authorities, pointing to possible connections between these groups. Our study shows that without effective monitoring and accountability, national democratic institutions alone are unable to effectively protect journalists from any perpetrator.",2020-12-21T21:28:54Z,Harvard Dataverse,"Carey, Sabine C.; Gohdes, Anita R.",http://creativecommons.org/publicdomain/zero/1.0
Reproduction files for: Intra-Party Heterogeneity in Policy Preferences and Its Effect on Issue Salience: Developing and Applying a Measure Based on Elite Survey Data,doi:10.7910/DVN/GWUYUZ,https://doi.org/10.7910/DVN/GWUYUZ,"Code to reproduce all findings reported in the paper. Data are publicly available for download; see instructions in ""1 main reproduction file.do"".",2018-01-03T11:35:44Z,Harvard Dataverse,"Steiner, Nils D.; Mader, Matthias",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Strategic ambiguity of party positions in multiparty competition,doi:10.7910/DVN/GK9VCH,https://doi.org/10.7910/DVN/GK9VCH,"Party competition is largely about making policy promises to voters. We argue that the clarity of the expressed policy position may be equally important. If blurred messages towards different audiences and therefore ambiguous positions can attract votes from different groups, parties have incentives to present ambiguous rather than clear-cut policy platforms. We present a formal model of multiparty competition with stochastic voting where party leaders make strategic choices on both the position and the level of ambiguity of their platforms. Leaders respond to the demands of two principals, the general public and party core constituencies. We derive two hypothesis on the location and ambiguity of party platforms and provide initial tests of these hypotheses in a comparative setting in 14 Western European democracies gathering data on voter and party left-right positions from Eurobarometer surveys and electoral manifestos. Ambiguity of party profiles is estimated using a variant of Wordscores on a newly established dataset of electoral manifestos. We find that platforms become more ambiguous as the preferences of the two principals diverge. Our findings imply that ambiguity can be a winning strategy for parties, especially in settings with strong partisan lines.",2016-08-16T20:02:58Z,Harvard Dataverse,"Bräuninger, Thomas; Giger, Nathalie",http://creativecommons.org/publicdomain/zero/1.0
Reproduction files for: Party institutionalization and intra-party preference homogeneity,doi:10.7910/DVN/QNASJJ,https://doi.org/10.7910/DVN/QNASJJ,"Code to reproduce all findings reported in the paper. Data are publicly available for download; see instructions in ""1 main reproduction file.do"".",2019-06-12T07:18:08Z,Harvard Dataverse,"Mader, Matthias; Steiner, Nils D.; Steiner, Nils D.",http://creativecommons.org/publicdomain/zero/1.0
Reproduction files for: The globalisation divide in the public mind: Belief systems on globalisation and their electoral consequences,doi:10.7910/DVN/YG9CMF,https://doi.org/10.7910/DVN/YG9CMF,"Code to reproduce all findings reported in the paper. Data are publicly available for download; see instructions in ""readme.txt"".",2019-10-16T07:41:31Z,Harvard Dataverse,"Mader, Matthias; Steiner, Nils D.; Steiner, Nils D.; Schoen, Harald",http://creativecommons.org/publicdomain/zero/1.0
Reproduction files for: Why is the AfD so successful in East Germany? An analysis of the ideational foundations of the AfD vote at the 2017 federal election,doi:10.7910/DVN/TIUMNC,https://doi.org/10.7910/DVN/TIUMNC,"Code and data to reproduce all findings reported in the paper. For more information see ""readme.txt"".",2020-11-26T04:56:38Z,Harvard Dataverse,"Mader, Matthias; Pesthy, Maria; Schoen, Harald",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for: ""Using party press releases and Wikipedia page view data to analyse developments and determinants of parties’ issue prevalence: Evidence for the right-wing populist ‘Alternative for Germany’",doi:10.7910/DVN/1XGQF2,https://doi.org/10.7910/DVN/1XGQF2,This data replicates the findings of the manuscript 'Using party press releases and Wikipedia page view data to analyse developments and determinants of parties’ issue prevalence: Evidence for the right-wing populist ‘Alternative for Germany’',2022-07-13T21:59:00Z,Harvard Dataverse,"Debus, Marc; Christopher Florczak",http://creativecommons.org/publicdomain/zero/1.0
ParlEE plenary speeches data set: Annotated full-text of 21.6 million sentence-level plenary speeches of eight EU states,doi:10.7910/DVN/ZY3RV7,https://doi.org/10.7910/DVN/ZY3RV7,"ParlEE Plenary Speeches contains the full-text speeches from eight legislative chambers for Austria, Belgium, France, Germany, Hungary, Ireland, Portugal and the United Kingdom, covering 2009-2019. This data set provides the plenary speeches split to the sentence-level annotated with date, speaker, party, EU vs. Domestic politics classification, and relevant policy area (using the Comparative Agendas Project coding scheme). More detail on the data set can be found in the accompanying release note.",2022-09-09T17:26:55Z,Harvard Dataverse,"Sylvester, Christine; Greene, Zachary; Ebing, Benedikt",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Forecasting Migration Movements using Prediction Markets,doi:10.7910/DVN/YW4QDF,https://doi.org/10.7910/DVN/YW4QDF,"This entry provides replication data and files for ""Forecasting Migration Movements using Prediction Markets"". You should be able to replicate the analysis from the main text and appendix with the Stata do-file and the three datasets.",2024-08-07T20:30:28Z,Harvard Dataverse,"Strijbis, Oliver; Morgenstern, Sandra",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Military Service and Immigrants' Integration: Evidence from the Vietnam Draft Lotteries,doi:10.7910/DVN/O80SKQ,https://doi.org/10.7910/DVN/O80SKQ,Documentation for replicating the results in the main text and supplemental materials.,2025-05-15T13:11:50Z,Harvard Dataverse,"Nan Zhang; Lee, Melissa",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Environmental Pollution and Authoritarian Politics,doi:10.7910/DVN/KHUT6X,https://doi.org/10.7910/DVN/KHUT6X,"Authoritarian rulers fend off revolutions by stimulating the economy. However, expanding the economy can also increase environmental pollution. If citizens value clean air and water, worsening pollution has the potential to galvanize large segments of the society against the regime---which increases the risk of a revolution. While the literature has documented how concerns over the environment upend politics in democracies, we know relatively little about the effects of these concerns in authoritarian regimes. We analyze environmental pollution as an overlooked threat to authoritarian rulers. Using unique data from Communist East Germany and exploiting variation in thermal inversions to instrument for pollution levels, we find that pollution causes both individual and collective expressions of regime dissatisfaction. Our findings suggest that rulers face a trade-off between growing the economy and worsening pollution.",2022-07-28T16:07:13Z,Harvard Dataverse,"Horz, Carlo M.; Marbach, Moritz; Steinert, Christoph Valentin",http://creativecommons.org/publicdomain/zero/1.0
