filename,url,madoc_identifier,title,creators,year,citation
Former%20Executives%20as%20Supervisors%20Conflicts%20of%20Interest%20and%20Accounting%20Discretion.pdf,https://madoc.bib.uni-mannheim.de/68271/1/Former%20Executives%20as%20Supervisors%20Conflicts%20of%20Interest%20and%20Accounting%20Discretion.pdf,https://madoc.bib.uni-mannheim.de/68271/,Former executives as supervisors: conflicts of interest and accounting discretion,"Giese, Vincent; Lauer, Clemens",2025,"Giese, Vincent; Lauer, Clemens (2025) “Former executives as supervisors: conflicts of interest and accounting discretion.” https://madoc.bib.uni-mannheim.de/68271/"
FrechKoenigOsnabruegge_2015.pdf,https://madoc.bib.uni-mannheim.de/39977/1/FrechKoenigOsnabruegge_2015.pdf,https://madoc.bib.uni-mannheim.de/39977/,Öffentliche Unterstützung von Reformen und ihre Stabilität in Zeiten der Eurokrise - eine experimentelle Untersuchung der Wirksamkeit von Gegenargumenten,"Frech, Elena; König, Thomas; Osnabrügge, Moritz",2015,"Frech, Elena; König, Thomas; Osnabrügge, Moritz (2015) “Öffentliche Unterstützung von Reformen und ihre Stabilität in Zeiten der Eurokrise - eine experimentelle Untersuchung der Wirksamkeit von Gegenargumenten.” https://madoc.bib.uni-mannheim.de/39977/"
Freitag-Br%C3%A4uer2022_Article_TheTransparencyOfExpressivism.pdf,https://madoc.bib.uni-mannheim.de/61934/1/Freitag-Br%C3%A4uer2022_Article_TheTransparencyOfExpressivism.pdf,https://madoc.bib.uni-mannheim.de/61934/,The transparency of expressivism,"Freitag, Wolfgang; Bräuer, Felix",2022,"Freitag, Wolfgang; Bräuer, Felix (2022) “The transparency of expressivism.” https://madoc.bib.uni-mannheim.de/61934/"
Freudenberg_IB59.pdf,https://madoc.bib.uni-mannheim.de/66686/1/Freudenberg_IB59.pdf,https://madoc.bib.uni-mannheim.de/66686/,Accelerating single-step evaluations through GPU offloading,"Freudenberg, Alexander; Schlather, Martin; Vandenplas, Jeremie; Pook, Torsten",2023,"Freudenberg, Alexander; Schlather, Martin; Vandenplas, Jeremie; Pook, Torsten (2023) “Accelerating single-step evaluations through GPU offloading.” https://madoc.bib.uni-mannheim.de/66686/"
Frick2022_Article_ModelingFakingInTheMultidimens.pdf,https://madoc.bib.uni-mannheim.de/61717/1/Frick2022_Article_ModelingFakingInTheMultidimens.pdf,https://madoc.bib.uni-mannheim.de/61717/,Modeling faking in the multidimensional forced-choice format: the faking mixture model,"Frick, Susanne",2022,"Frick, Susanne (2022) “Modeling faking in the multidimensional forced-choice format: the faking mixture model.” https://madoc.bib.uni-mannheim.de/61717/"
From-web-surveys-to-mobile-web-to-apps-sensors-and-digital-traces.pdf,https://madoc.bib.uni-mannheim.de/57921/1/From-web-surveys-to-mobile-web-to-apps-sensors-and-digital-traces.pdf,https://madoc.bib.uni-mannheim.de/57921/,"Editorial: From web surveys to mobile web to apps, sensors, and digital traces","Struminskaya, Bella; Keusch, Florian",2020,"Struminskaya, Bella; Keusch, Florian (2020) “Editorial: From web surveys to mobile web to apps, sensors, and digital traces.” https://madoc.bib.uni-mannheim.de/57921/"
G%C3%A4rtner-Schoen2021_Article_ExperiencingClimateChangeRevis.pdf,https://madoc.bib.uni-mannheim.de/61485/1/G%C3%A4rtner-Schoen2021_Article_ExperiencingClimateChangeRevis.pdf,https://madoc.bib.uni-mannheim.de/61485/,Experiencing climate change: Revisiting the role of local weather in affecting climate change awareness and related policy preferences,"Gärtner, Lea; Schoen, Harald",2021,"Gärtner, Lea; Schoen, Harald (2021) “Experiencing climate change: Revisiting the role of local weather in affecting climate change awareness and related policy preferences.” https://madoc.bib.uni-mannheim.de/61485/"
G%C3%B6ttlich-Totzeck2022_Article_ParameterCalibrationWithStocha.pdf,https://madoc.bib.uni-mannheim.de/61710/1/G%C3%B6ttlich-Totzeck2022_Article_ParameterCalibrationWithStocha.pdf,https://madoc.bib.uni-mannheim.de/61710/,Parameter calibration with stochastic gradient descent for interacting particle systems driven by neural networks,"Göttlich, Simone; Totzeck, Claudia",2022,"Göttlich, Simone; Totzeck, Claudia (2022) “Parameter calibration with stochastic gradient descent for interacting particle systems driven by neural networks.” https://madoc.bib.uni-mannheim.de/61710/"
G%C3%B6ttlich2021_Article_PenaltyAlternatingDirectionMet.pdf,https://madoc.bib.uni-mannheim.de/60028/1/G%C3%B6ttlich2021_Article_PenaltyAlternatingDirectionMet.pdf,https://madoc.bib.uni-mannheim.de/60028/,Penalty alternating direction methods for mixed-integer optimal control with combinatorial constraints,"Göttlich, Simone; Hante, Falk M.; Potschka, Andreas; Schewe, Lars",2021,"Göttlich, Simone; Hante, Falk M.; Potschka, Andreas; Schewe, Lars (2021) “Penalty alternating direction methods for mixed-integer optimal control with combinatorial constraints.” https://madoc.bib.uni-mannheim.de/60028/"
G%C3%B6ttlich_Knapp%20JMI%202020.pdf,https://madoc.bib.uni-mannheim.de/55260/1/G%C3%B6ttlich_Knapp%20JMI%202020.pdf,https://madoc.bib.uni-mannheim.de/55260/,Uncertainty quantification with risk measures in production planning,"Göttlich, Simone; Knapp, Stephan",2020,"Göttlich, Simone; Knapp, Stephan (2020) “Uncertainty quantification with risk measures in production planning.” https://madoc.bib.uni-mannheim.de/55260/"
GL_Schmitz_et_al_2025.pdf,https://madoc.bib.uni-mannheim.de/72089/1/GL_Schmitz_et_al_2025.pdf,https://madoc.bib.uni-mannheim.de/72089/,Defining gender linguistics: a statement from the editorial team,"Schmitz, Dominic; Ochs, Samira; Rosar, Anne; Roxas, Jeff; Siegenthaler, Aline; Stein, Simon David; Völkening, Lena; Schneider, Viktoria",2025,"Schmitz, Dominic; Ochs, Samira; Rosar, Anne; Roxas, Jeff; Siegenthaler, Aline; Stein, Simon David; Völkening, Lena; Schneider, Viktoria (2025) “Defining gender linguistics: a statement from the editorial team.” https://madoc.bib.uni-mannheim.de/72089/"
Geber%20%26%20Stahel%20%282026%29%20Recommended%20to%20you.pdf,https://madoc.bib.uni-mannheim.de/71997/1/Geber%20%26%20Stahel%20%282026%29%20Recommended%20to%20you.pdf,https://madoc.bib.uni-mannheim.de/71997/,Recommended to you: an experimental study of normative influences from algorithmic and social recommendations on social media,"Geber, Sarah; Stahel, Lea",2026,"Geber, Sarah; Stahel, Lea (2026) “Recommended to you: an experimental study of normative influences from algorithmic and social recommendations on social media.” https://madoc.bib.uni-mannheim.de/71997/"
Gedankenexperimente.pdf,https://madoc.bib.uni-mannheim.de/67163/1/Gedankenexperimente.pdf,https://madoc.bib.uni-mannheim.de/67163/,Sind Gedankenexperimente in der praktischen Philosophie besonders?,"Weber, Marc Andree",2021,"Weber, Marc Andree (2021) “Sind Gedankenexperimente in der praktischen Philosophie besonders?.” https://madoc.bib.uni-mannheim.de/67163/"
Geiger_Henn1998_Visuell-verbaleTextgestaltg.pdf,https://madoc.bib.uni-mannheim.de/14301/1/Geiger_Henn1998_Visuell-verbaleTextgestaltg.pdf,https://madoc.bib.uni-mannheim.de/14301/,Visuell-verbale Textgestaltung von Werbeanzeigen: Zur textlinguistischen Untersuchung multikodaler Kommunikationsformen,"Geiger, Susi; Henn-Memmesheimer, Beate",1998,"Geiger, Susi; Henn-Memmesheimer, Beate (1998) “Visuell-verbale Textgestaltung von Werbeanzeigen: Zur textlinguistischen Untersuchung multikodaler Kommunikationsformen.” https://madoc.bib.uni-mannheim.de/14301/"
Gender%20cleavage%20and%20political%20parties%20in%2019%20welfare%20states%201900%201975.pdf,https://madoc.bib.uni-mannheim.de/68514/1/Gender%20cleavage%20and%20political%20parties%20in%2019%20welfare%20states%201900%201975.pdf,https://madoc.bib.uni-mannheim.de/68514/,"Gender cleavage and political parties in 19 welfare states, 1900–1975","Son, Keonhi",2025,"Son, Keonhi (2025) “Gender cleavage and political parties in 19 welfare states, 1900–1975.” https://madoc.bib.uni-mannheim.de/68514/"
Genschow-Florack-Chib-Shimojo-Scarabis-W%C3%A4nke_Reaching_for_the_stars_BasAppSocPsych2013.PDF,https://madoc.bib.uni-mannheim.de/38158/1/Genschow-Florack-Chib-Shimojo-Scarabis-W%C3%A4nke_Reaching_for_the_stars_BasAppSocPsych2013.PDF,https://madoc.bib.uni-mannheim.de/38158/,Reaching for the (Product) Stars: Measuring Recognition and Approach Speed to Get Insights into Consumer Choice,"Genschow, Oliver; Florack, Arnd; Chib, Vikram S.; Shimojo, Shinsuke; Scarabis, Martin; Wänke, Michaela",2013,"Genschow, Oliver; Florack, Arnd; Chib, Vikram S.; Shimojo, Shinsuke; Scarabis, Martin; Wänke, Michaela (2013) “Reaching for the (Product) Stars: Measuring Recognition and Approach Speed to Get Insights into Consumer Choice.” https://madoc.bib.uni-mannheim.de/38158/"
Genschow-Florack-W%C3%A4nke_Recognition_and_approach_SocPsy2014.PDF,https://madoc.bib.uni-mannheim.de/38232/2/Genschow-Florack-W%C3%A4nke_Recognition_and_approach_SocPsy2014.PDF,https://madoc.bib.uni-mannheim.de/38232/,Recognition and approach responses toward threatening objects,"Genschow, Oliver; Florack, Arnd; Wänke, Michaela",2014,"Genschow, Oliver; Florack, Arnd; Wänke, Michaela (2014) “Recognition and approach responses toward threatening objects.” https://madoc.bib.uni-mannheim.de/38232/"
Genschow-Florack-W%C3%A4nke_The_Power_of_Movement_JEPGen2013.PDF,https://madoc.bib.uni-mannheim.de/32989/1/Genschow-Florack-W%C3%A4nke_The_Power_of_Movement_JEPGen2013.PDF,https://madoc.bib.uni-mannheim.de/32989/,The power of movement: Evidence for context independent movement imitation,"Genschow, Oliver; Florack, Arnd; Wänke, Michaela",2013,"Genschow, Oliver; Florack, Arnd; Wänke, Michaela (2013) “The power of movement: Evidence for context independent movement imitation.” https://madoc.bib.uni-mannheim.de/32989/"
Genschow-Noll-W%C3%A4nke-Gersbach_Does%20Baker-Miller%20pink%20reduce_PsychCrimeLaw2015.pdf,https://madoc.bib.uni-mannheim.de/48722/1/Genschow-Noll-W%C3%A4nke-Gersbach_Does%20Baker-Miller%20pink%20reduce_PsychCrimeLaw2015.pdf,https://madoc.bib.uni-mannheim.de/48722/,Does Baker-Miller pink reduce aggression in prison detention cells? A critical empirical examination,"Genschow, Oliver; Noll, Thomas; Wänke, Michaela; Gersbach, Robert",2015,"Genschow, Oliver; Noll, Thomas; Wänke, Michaela; Gersbach, Robert (2015) “Does Baker-Miller pink reduce aggression in prison detention cells? A critical empirical examination.” https://madoc.bib.uni-mannheim.de/48722/"
GeoHealth%20-%202023%20-%20Gu%20-%20Sources%20of%20PM2%205%E2%80%90Associated%20Health%20Risks%20in%20Europe%20and%20Corresponding%20Emission%E2%80%90Induced%20Changes.pdf,https://madoc.bib.uni-mannheim.de/66669/1/GeoHealth%20-%202023%20-%20Gu%20-%20Sources%20of%20PM2%205%E2%80%90Associated%20Health%20Risks%20in%20Europe%20and%20Corresponding%20Emission%E2%80%90Induced%20Changes.pdf,https://madoc.bib.uni-mannheim.de/66669/,Sources of PM2.5-associated health risks in Europe and corresponding emission-induced changes during 2005–2015,"Gu, Yixuan; Henze, Daven K.; Nawaz, M. Omar; Cao, Hansen; Wagner, Ulrich J.",2023,"Gu, Yixuan; Henze, Daven K.; Nawaz, M. Omar; Cao, Hansen; Wagner, Ulrich J. (2023) “Sources of PM2.5-associated health risks in Europe and corresponding emission-induced changes during 2005–2015.” https://madoc.bib.uni-mannheim.de/66669/"
GerholzHolzner%26Rausch%282018%29-Where%20Is%20the%20Civic%20Responsibility%20in%20Service%20Learning_%20A%20Process-oriented%20Empirical%20Study.pdf,https://madoc.bib.uni-mannheim.de/45261/1/GerholzHolzner%26Rausch%282018%29-Where%20Is%20the%20Civic%20Responsibility%20in%20Service%20Learning_%20A%20Process-oriented%20Empirical%20Study.pdf,https://madoc.bib.uni-mannheim.de/45261/,Where is the civic responsibility in service learning? A process-oriented empirical study,"Gerholz, Karl-Heinz; Holzner, Julia; Rausch, Andreas",2018,"Gerholz, Karl-Heinz; Holzner, Julia; Rausch, Andreas (2018) “Where is the civic responsibility in service learning? A process-oriented empirical study.” https://madoc.bib.uni-mannheim.de/45261/"
Gesang-Ullrich2020_Article_ToBuyOrNotToBuyTheMoralRelevan.pdf,https://madoc.bib.uni-mannheim.de/55935/1/Gesang-Ullrich2020_Article_ToBuyOrNotToBuyTheMoralRelevan.pdf,https://madoc.bib.uni-mannheim.de/55935/,To buy or not to buy? The moral relevance of the individual demand in everyday purchase situations,"Gesang, Bernward; Ullrich, Rebecca",2020,"Gesang, Bernward; Ullrich, Rebecca (2020) “To buy or not to buy? The moral relevance of the individual demand in everyday purchase situations.” https://madoc.bib.uni-mannheim.de/55935/"
Gesang2020_Article_UtilitarianismAndHeuristics.pdf,https://madoc.bib.uni-mannheim.de/57383/1/Gesang2020_Article_UtilitarianismAndHeuristics.pdf,https://madoc.bib.uni-mannheim.de/57383/,Utilitarianism and heuristics,"Gesang, Bernward",2021,"Gesang, Bernward (2021) “Utilitarianism and heuristics.” https://madoc.bib.uni-mannheim.de/57383/"
Glenk2021_Article_CostDynamicsOfCleanEnergyTechn.pdf,https://madoc.bib.uni-mannheim.de/60317/2/Glenk2021_Article_CostDynamicsOfCleanEnergyTechn.pdf,https://madoc.bib.uni-mannheim.de/60317/,Cost dynamics of clean energy technologies,"Glenk, Gunther; Meier, Rebecca; Reichelstein, Stefan",2021,"Glenk, Gunther; Meier, Rebecca; Reichelstein, Stefan (2021) “Cost dynamics of clean energy technologies.” https://madoc.bib.uni-mannheim.de/60317/"
Global%20Networks%20-%202025%20-%20Schiefer%20-%20Feelings%20of%20Guilt%20When%20Caring%20for%20Parents%20Across%20Borders%20The%20Role%20of%20Gender%20and.pdf,https://madoc.bib.uni-mannheim.de/70834/1/Global%20Networks%20-%202025%20-%20Schiefer%20-%20Feelings%20of%20Guilt%20When%20Caring%20for%20Parents%20Across%20Borders%20The%20Role%20of%20Gender%20and.pdf,https://madoc.bib.uni-mannheim.de/70834/,Feelings of guilt when caring for parents across borders: the role of gender and country-specific care systems and norms,"Schiefer, David; Nowicka, Magdalena; Morgenstern, Sandra",2025,"Schiefer, David; Nowicka, Magdalena; Morgenstern, Sandra (2025) “Feelings of guilt when caring for parents across borders: the role of gender and country-specific care systems and norms.” https://madoc.bib.uni-mannheim.de/70834/"
Global%20Policy%20-%202020%20-%20Weyrauch%20-%20Internet%20Fragmentation%20Political%20Structuring%20and%20Organizational%20Concentration%20in.pdf,https://madoc.bib.uni-mannheim.de/62173/1/Global%20Policy%20-%202020%20-%20Weyrauch%20-%20Internet%20Fragmentation%20Political%20Structuring%20and%20Organizational%20Concentration%20in.pdf,https://madoc.bib.uni-mannheim.de/62173/,"Internet fragmentation, political structuring, and organizational concentration in transnational engineering networks","Weyrauch, David; Winzen, Thomas",2021,"Weyrauch, David; Winzen, Thomas (2021) “Internet fragmentation, political structuring, and organizational concentration in transnational engineering networks.” https://madoc.bib.uni-mannheim.de/62173/"
GoTheDistance_AM.pdf,https://madoc.bib.uni-mannheim.de/71152/1/GoTheDistance_AM.pdf,https://madoc.bib.uni-mannheim.de/71152/,"Go the distance: left-right orientations, partisanship and the vote","Navarrete, Rosa M.",2021,"Navarrete, Rosa M. (2021) “Go the distance: left-right orientations, partisanship and the vote.” https://madoc.bib.uni-mannheim.de/71152/"
Goals%20norms%20attitudes%20and%20self-efficacy%20as%20predictors%20of%20academic%20dishonesty%20Two-wave%20prospective%20inquiries%20into%20additive%20and%20multiplicative%20effec.pdf,https://madoc.bib.uni-mannheim.de/71887/1/Goals%20norms%20attitudes%20and%20self-efficacy%20as%20predictors%20of%20academic%20dishonesty%20Two-wave%20prospective%20inquiries%20into%20additive%20and%20multiplicative%20effec.pdf,https://madoc.bib.uni-mannheim.de/71887/,"Goals, norms, attitudes, and self-efficacy as predictors of academic dishonesty: two-wave prospective inquiries into additive and multiplicative effects","Fritz, Tanja M.; González Cruz, Hernán; Rudert, Selma C.; Janke, Stefan; Daumiller, Martin",2026,"Fritz, Tanja M.; González Cruz, Hernán; Rudert, Selma C.; Janke, Stefan; Daumiller, Martin (2026) “Goals, norms, attitudes, and self-efficacy as predictors of academic dishonesty: two-wave prospective inquiries into additive and multiplicative effects.” https://madoc.bib.uni-mannheim.de/71887/"
Goatin_G%C3%B6ttlich_Kolb%202016%20Speed%20limit.pdf,https://madoc.bib.uni-mannheim.de/40809/1/Goatin_G%C3%B6ttlich_Kolb%202016%20Speed%20limit.pdf,https://madoc.bib.uni-mannheim.de/40809/,Speed limit and ramp meter control for traffic flow networks,"Goatin, Paola; Göttlich, Simone; Kolb, Oliver",2016,"Goatin, Paola; Göttlich, Simone; Kolb, Oliver (2016) “Speed limit and ramp meter control for traffic flow networks.” https://madoc.bib.uni-mannheim.de/40809/"
GoettlichKuehn_CMS2015.pdf,https://madoc.bib.uni-mannheim.de/41375/1/GoettlichKuehn_CMS2015.pdf,https://madoc.bib.uni-mannheim.de/41375/,Routing strategies in production networks with random breakdowns,"Göttlich, Simone; Kühn, Sebastian",2016,"Göttlich, Simone; Kühn, Sebastian (2016) “Routing strategies in production networks with random breakdowns.” https://madoc.bib.uni-mannheim.de/41375/"
