filename,02 DOI,03 Citation,05 Data Type by Source,06 Mode of Collection,07 Type of Instrument,11 Data Collector,12 Data Source,13 Data DOI,15 Data availability statement,17 Code citation
1-s2.0-S2667096824000764-main.pdf,{'value': '10.1016/j.jjimei.2024.100287'},"{'value': 'Kinne, Jan, Robert Dehghan, Sebastian Schmidt, David Lenz, Hanna Hottenrott. ""Location factors and ecosystem embedding of sustainability-engaged blockchain companies in the US. A web-based analysis."" International Journal of Information Management Data Insights 4 (2024): 100287. https://doi.org/10.1016/j.jjimei.2024.100287'}",{'value': 'mixed'},{'value': 'Automated data extraction'},{'value': 'webAI'},{'value': 'the authors'},"{'value': 'ORBIS company database, OpenStreetMap (OSM), FCC'}",{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S2667096825000680-main.pdf,{'value': '10.1016/j.jjimei.2025.100387'},"{'value': 'Schwierzy, Julian, Robert Dehghan, Sebastian Schmidt, Nils Grashof, Hanna Hottenrott, and Michael Woywode. ""Mapping technology diffusion with AI: A web-based approach for tracking additive manufacturing adoption."" International Journal of Information Management Data Insights 6 (2026): 100387. https://doi.org/10.1016/j.jjimei.2025.100387'}",{'value': 'mixed'},{'value': 'Automated data extraction'},{'value': 'webAI'},{'value': 'the authors'},"{'value': 'ORBIS database, EPO, SCOPUS, INKAR database'}",{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S2667174323000812-main.pdf,{'value': '10.1016/j.bpsgos.2023.07.001'},"{'value': 'Ben-Zion, Ziv, Nachshon Korem, Naomi B. Fine, Sophia Katz, Megha Siddhanta, Melissa C. Funaro, Or Duek, Tobias R. Spiller, Sarah K. Danböck, Ifat Levy, and Ilan Harpaz-Rotem. ""Structural Neuroimaging of Hippocampus and Amygdala Subregions in Posttraumatic Stress Disorder: A Scoping Review."" Biological Psychiatry: Global Open Science 4, no. 1 (2024): 120–134. https://doi.org/10.1016/j.bpsgos.2023.07.001'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},"{'value': 'MEDLINE, EMBASE, APA PsycInfo, Cochrane CENTRAL, and Web of Science'}",{'value': 'not applicable'},"{'value': 'MEDLINE, EMBASE, APA PsycInfo, Figure 2 (PRISMA flow diagram)'}",{'value': ''},"{'value': 'All data used for this review are available in the article, the Supplement, and upon request from the study group.'}",{'value': ''}
1-s2.0-S2941198X24000563-main.pdf,{'value': '10.1016/j.jatrs.2024.100045'},"{'value': 'Wandelt, Sebastian, Henk Blom, Marius Magnus Krömer, Daochun Li, Mihaela Mitici, Tim Ryley, Eike Stumpf, Kun Wang, Bin Yang, Massimiliano Zanin, and Xiaoqian Sun. ""DESIGN and be SMART: Eleven engineering challenges to achieve sustainable air transportation under safety assurance in the year 2050."" Journal of the Air Transport Research Society 4 (2025): 100045. https://doi.org/10.1016/j.jatrs.2024.100045'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S295010592500049X-main.pdf,{'value': '10.1016/j.jcmr.2025.100105'},"{'value': 'Kerger, Daniel, and Heiner Stuckenschmidt. ""Multi-operator free-floating GBFS trip destination prediction in public mobility sharing systems."" Journal of Cycling and Micromobility Research 7 (2026): 100105. https://doi.org/10.1016/j.jcmr.2025.100105'}",{'value': 'secondary'},{'value': 'Automated data extraction'},{'value': 'GBFS feeds'},{'value': 'not applicable'},{'value': 'General Bikeshare Feed Specification (GBFS)'},{'value': ''},{'value': 'A subset of the data and the used source code is available on GitHub. Further data is available on request.'},{'value': 'A subset of the data and the used source code is available on GitHub.'}
1.pdf,{'value': '10.13154/tosc.v2018.i2.1-19'},"{'value': 'Banik, Subhadeep, Vasily Mikhalev, Frederik Armknecht, Takanori Isobe, Willi Meier, Andrey Bogdanov, Yuhei Watanabe, and Francesco Regazzoni. ""Towards Low Energy Stream Ciphers."" IACR Transactions on Symmetric Cryptology 2018, no. 2 (2018): 1–19. doi:10.13154/tosc.v2018.i2.1-19.'}",{'value': 'primary'},{'value': 'Simulation'},{'value': 'Synopsys Design Compiler'},{'value': 'Subhadeep Banik et al.'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
10-1108_BPMJ-11-2022-0573.pdf,{'value': '10.1108/BPMJ-11-2022-0573'},"{'value': 'Oberle, Laura Johanna. ""How to build responsive service processes in German banks: the role of process documentation and the myth of automation."" Business Process Management Journal 29, no. 2 (2023): 578-596. doi:10.1108/BPMJ-11-2022-0573'}",{'value': 'mixed'},"{'value': 'Interview, Self-administered questionnaire'}","{'value': 'self-administered survey, informal interviews'}",{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
10-1108_JWL-03-2023-0042.pdf,{'value': '10.1108/JWL-03-2023-0042'},"{'value': 'Leiß, Tamara Vanessa and Andreas Rausch. ""Informal learning from dealing with software-related problems in the digital workplace."" Journal of Workplace Learning 35, no. 9 (2023): 291-310. https://doi.org/10.1108/JWL-03-2023-0042'}",{'value': 'primary'},{'value': 'Self-administered writings and/or diaries'},{'value': 'LimeSurvey'},{'value': 'article authors'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
10.1007_s41471-020-00083-4.pdf,{'value': '10.1007/s41471-020-00083-4'},"{'value': 'Niemann, Rainer and Ulrich Schreiber. ""Herausforderungen und Entwicklungsperspektiven des Steuersystems."" Schmalenbachs Zeitschrift für betriebswirtschaftliche Forschung, 2020. doi: 10.1007/s41471-020-00083-4.'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
10.1093ejueae048.pdf,{'value': '10.1093/ej/ueae048'},"{'value': 'Gerster, Andreas and Stefan Lamp. ""ENERGY TAX EXEMPTIONS AND INDUSTRIAL PRODUCTION"". The Economic Journal, vol. 134, no. 663, 2024, pp. 2803–2834. https://doi.org/10.1093/ej/ueae048'}",{'value': 'mixed'},{'value': 'Simulation'},{'value': 'not applicable'},{'value': 'authors'},"{'value': 'AFiD, Federal Office for Economic Affairs and Export Control (BAFA)'}",{'value': '10.5281/zenodo.11348256'},"{'value': 'The data and codes for this paper are available on the Journal repository. They were checked for their ability to reproduce the results presented in the paper. The authors were granted an e x emption to publish parts of their data because access to these data is restricted. Ho we ver, the authors provided a simulated or synthetic dataset that allowed the Journal to run their codes. The synthetic/simulated data and the codes for the parts subject to e x emption are also available on the Journal repository. They were checked for their ability to generate all tables and ﬁgures in the paper; ho we ver, the synthetic/simulated data are not designed to reproduce the same results. The replication package for this paper is available at the following address: https:// doi.org/ 10.5281/ zenodo.11348256 .'}",{'value': 'https:// doi.org/ 10.5281/ zenodo.11348256'}
10.1111_j.1468-2516.2012.00379.x.pdf,{'value': ''},"{'value': 'Timothy W. Guinnane, Jochen Streb, Manuel Frondel, and Christoph M. Schmidt. ""Krank oder Simulant? Das Identifikationsproblem der Krankenkassen aus wirtschaftshistorischer Perspektive."" Perspektiven der Wirtschaftspolitik 12, no. 4 (2011): 413–429.'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'Knappschaftskrankenkassen'},{'value': ''},{'value': ''},{'value': ''}
10.1177_00221465231223953.pdf,{'value': '10.1177/00221465231223953'},"{'value': 'Kleinschlömer, Pauline, Mine Kühn, Lara Bister, Tobias C. Vogt, and Sandra Krapf. ""Analyzing the Impact of Family Structure Changes on Children’ Stress Levels Using a Stress Biomarker."" Journal of Health and Social Behavior 65, no. 3 (2024): 449–465. doi:10.1177/00221465231223953'}",{'value': 'secondary'},{'value': 'Measurements and tests'},{'value': 'blood samples'},{'value': 'not applicable'},{'value': 'German Health Interview and Examination Survey for Children and Adolescents (KiGGS)'},{'value': ''},{'value': 'Appendices A to J are available in the online version of the article.'},{'value': ''}
10.1371.journal.pgen.1002685.pdf,{'value': '10.1371/journal.pgen.1002685'},"{'value': 'Ober, Ulrike, Julien F. Ayroles, Eric A. Stone, Stephen Richards, Dianhui Zhu, Richard A. Gibbs, Christian Stricker, Daniel Gianola, Martin Schlather, Trudy F. C. Mackay, and Henner Simianer. ""Using Whole-Genome Sequence Data to Predict Quantitative Trait Phenotypes in Drosophila melanogaster."" PLoS Genetics 8, no. 5 (2012): e1002685. doi:10.1371/journal.pgen.1002685.'}",{'value': 'secondary'},{'value': 'Measurements and tests'},{'value': 'Illumina platform'},{'value': 'not applicable'},{'value': 'Drosophila Genetic Reference Panel (DGRP)'},{'value': ''},{'value': ''},{'value': ''}
10.1515_dwir-2022-0156.pdf,{'value': '10.1515/dwir-2022-0156'},"{'value': 'Gehrlein, Markus. ""Ausgleich eines Steuerschadens durch Steuervorteil."" Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht 2023(2): 57–61. doi:10.1515/dwir-2022-0156.'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
10.1515_dwir-2023-0161.pdf,{'value': '10.1515/dwir-2023-0161'},"{'value': 'Gehrlein, Markus. ""Grenzen der Reichweite des Grundstücksverkehrsgesetzes."" Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht 2023, no. 11 (2023): 574–578. https://doi.org/10.1515/dwir-2023-0161'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
10.1515_dwir-2026-0027.pdf,{'value': '10.1515/dwir-2026-0027'},"{'value': 'Gehrlein, Markus. ""Merkwürdigkeiten der Insolvenzanfechtung."" Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht 2026, no. 3: 117–124. https://doi.org/10.1515/dwir-2026-0027'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
10.1515_ev-2024-0010-1.pdf,{'value': '10.1515/ev-2024-0010'},"{'value': 'Janeba, Eckhard. ""The Case for Putting a Public Investment Clause into the German Debt Brake."" Econ Voice 2024; 21(1): 175–180. https://doi.org/10.1515/ev-2024-0010'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
10.1515_jbnst-2021-0066.pdf,{'value': '10.1515/jbnst-2021-0066'},"{'value': 'Bertschek, Irene, and David F. Müller. ""Political Ignorance and the Internet."" Journal of Economics and Statistics 2023; 243(1): 3–28. https://doi.org/10.1515/jbnst-2021-0066'}",{'value': 'secondary'},{'value': 'Interview'},{'value': 'phone'},{'value': 'not applicable'},{'value': 'pollster institute'},{'value': ''},{'value': 'Supplementary Material: The online version of this article offers supplementary material (https://doi.org/10.1515/jbnst-2021-0066).'},{'value': ''}
10.1515_jbnst-2022-0025.pdf,{'value': '10.1515/jbnst-2022-0025'},"{'value': 'Dollmann, Jörg, Sabrina Jasmin Mayer, Almuth Lietz, Madeleine Siegel, and Jonas Köhler. ""DeZIM.panel – Data for Germany’s Post-Migrant Society."" Journal of Economics and Statistics 2023; 243(1): 93–108. doi:10.1515/jbnst-2022-0025'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'pencil and paper and computer-assisted web interviews (CAWI)'},{'value': 'DeZIM Institute'},{'value': 'not applicable'},{'value': ''},"{'value': 'After a certain embargo time, the data from the DeZIM.panel will be made available to the scientific community within the DeZIM.fdz, the research data centre of the DeZIM institute (https://fdz.dezim-institut.de/).'}",{'value': ''}
10.1515_jbnst-2022-0031-1.pdf,{'value': '10.1515/jbnst-2022-0031'},"{'value': 'von Graevenitz, Kathrine, and Elisa Rottner. ""Energy Use Patterns in German Manufacturing from 2003 to 2017."" Journal of Economics and Statistics 243 (2023): 319–354. https://doi.org/10.1515/jbnst-2022-0031'}",{'value': 'secondary'},{'value': 'Aggregation'},{'value': 'survey'},{'value': 'not applicable'},{'value': 'AFiD'},{'value': ''},{'value': 'Supplementary Material: This article contains supplementary material (https://doi.org/10.1515/jbnst-2022-0031).'},{'value': ''}
10.1515_jbnst-2024-0016.pdf,{'value': '10.1515/jbnst-2024-0016'},"{'value': 'Dollmann, Jörg, Lena Arnold, and Andreas Horr. ""CILS4NEPS – Unlocking Research Potential Through More Participants, More Schools and International Comparison: Harmonized Data for Research on Education, School-to-work Transition and Integration Processes for Adolescents in Germany, the Netherlands, Sweden and England."" Journal of Economics and Statistics 2025; 245(1–2): 215–234. https://doi.org/10.1515/jbnst-2024-0016'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},{'value': 'coding table'},{'value': 'not applicable'},{'value': 'Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU) and National Educational Panel Study (NEPS SC4)'},{'value': ''},"{'value': 'Both, the combined dataset as well as additional material to reproduce and expand the harmonization are available to users.'}",{'value': ''}
10.1515_jbnst-2024-0064.pdf,{'value': '10.1515/jbnst-2024-0064'},"{'value': 'Möhring, Katja, Clara Overweg, and Andreas P. Weiland. ""The Motherhood Penalty in Financial Resources for Retirement: A Life Course Perspective on the Accumulation of Public Pension Wealth and Personal Wealth in East and West Germany."" Journal of Economics and Statistics 2025. https://doi.org/10.1515/jbnst-2024-0064'}",{'value': 'secondary'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'SOEP-RV (German Socio-Economic Panel Survey with retrospective data from the German Pension Insurance)'},{'value': ''},"{'value': 'Figure by Möhring, K., Overweg, C. and Weiland, A. P., licensed under CC BY 4.0. https://osf.io/gpmej/.'}",{'value': ''}
10.1515_jbwg-2014-0010.pdf,{'value': '10.1515/jbwg-2014-0010'},"{'value': 'Jochen Streb and Tamás Vonyó. ""Historical Economics of Wars in the 20th Century."" Jahrb. Wirtschaftsgesch. / Econ. Hist. Yearb. 2014/2 (2014): 10-15, doi:10.1515/jbwg-2014-0010.'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
10.1515_jbwg-2015-0022.pdf,{'value': '10.1515/jbwg-2015-0022'},"{'value': 'Streb, Jochen. ""Energiewenden aus historischer Perspektive"". Jahrbuch für Wirtschaftsgeschichte 56, no. 2 (2015): 587–608. doi:10.1515/jbwg-2015-0022.'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'Joint Center for History and Economics of Harvard and Cambridge Universities (www.energyhistory.com)'},{'value': ''},{'value': ''},{'value': ''}
